"Date","Price","Open","High","Low","Change %"
"Mar 24, 2017","61.479","61.970","62.110","61.450","-0.79%"
"Mar 23, 2017","61.970","62.381","62.390","61.815","-0.66%"
"Mar 22, 2017","62.381","62.358","62.960","62.191","0.04%"
"Mar 21, 2017","62.358","61.556","62.391","61.550","1.30%"
"Mar 20, 2017","61.556","61.408","61.955","61.405","0.24%"
"Mar 17, 2017","61.408","62.250","62.458","61.405","-1.35%"
"Mar 16, 2017","62.250","62.641","62.801","61.783","-0.62%"
"Mar 15, 2017","62.641","62.746","62.925","62.522","-0.17%"
"Mar 14, 2017","62.746","62.631","63.369","62.567","0.18%"
"Mar 13, 2017","62.631","63.075","63.414","62.620","-0.70%"
"Mar 10, 2017","63.075","62.785","63.082","62.468","0.46%"
"Mar 09, 2017","62.785","61.530","63.029","61.530","1.11%"
"Mar 08, 2017","62.095","61.451","62.232","61.267","0.92%"
"Mar 07, 2017","61.530","61.583","61.792","61.170","-0.09%"
"Mar 06, 2017","61.583","61.754","61.926","61.397","-0.28%"
"Mar 03, 2017","61.754","61.788","62.172","61.612","-0.05%"
"Mar 02, 2017","61.788","61.473","61.820","61.385","0.51%"
"Mar 01, 2017","61.473","61.774","61.786","61.076","-0.49%"
"Feb 28, 2017","61.774","61.448","62.130","61.216","0.53%"
"Feb 27, 2017","61.448","61.807","61.807","61.008","-0.58%"
"Feb 24, 2017","61.807","61.427","62.043","61.185","1.10%"
"Feb 23, 2017","61.138","61.224","61.396","60.804","-0.47%"
"Feb 22, 2017","61.427","60.582","61.427","60.348","1.40%"
"Feb 21, 2017","60.582","61.531","61.531","60.553","-1.54%"
"Feb 20, 2017","61.531","61.975","61.975","61.515","-0.72%"
"Feb 17, 2017","61.975","61.446","62.100","61.345","0.86%"
"Feb 16, 2017","61.446","60.717","61.560","60.502","1.20%"
"Feb 15, 2017","60.717","60.401","61.052","59.830","0.52%"
"Feb 14, 2017","60.401","61.452","61.475","60.370","-1.71%"
"Feb 13, 2017","61.452","61.942","61.945","61.451","-0.79%"
"Feb 10, 2017","61.942","62.845","62.850","61.925","-1.44%"
"Feb 09, 2017","62.845","63.327","63.327","62.720","-0.76%"
"Feb 08, 2017","63.327","63.432","63.558","63.051","-0.16%"
"Feb 07, 2017","63.432","63.342","63.505","63.077","0.14%"
"Feb 06, 2017","63.342","63.533","63.533","62.980","-0.30%"
"Feb 03, 2017","63.533","63.933","64.035","63.411","-0.63%"
"Feb 02, 2017","63.933","64.757","64.793","63.500","-1.27%"
"Feb 01, 2017","64.757","64.911","65.140","64.637","-0.24%"
"Jan 31, 2017","64.911","64.068","65.058","64.061","1.32%"
"Jan 30, 2017","64.068","63.976","64.590","63.711","0.14%"
"Jan 27, 2017","63.976","64.600","64.600","63.775","-0.97%"
"Jan 26, 2017","64.600","63.958","64.847","63.815","1.00%"
"Jan 25, 2017","63.958","63.583","64.000","63.312","0.59%"
"Jan 24, 2017","63.583","63.919","63.919","63.494","-0.53%"
"Jan 23, 2017","63.919","63.901","64.108","63.626","0.03%"
"Jan 20, 2017","63.901","63.692","64.038","63.467","0.33%"
"Jan 19, 2017","63.692","63.307","64.225","63.018","0.61%"
"Jan 18, 2017","63.307","63.597","63.597","63.109","-0.46%"
"Jan 17, 2017","63.597","63.470","63.670","63.160","0.20%"
"Jan 16, 2017","63.470","63.486","63.537","63.006","-0.03%"
"Jan 13, 2017","63.486","63.039","63.576","62.999","0.71%"
"Jan 12, 2017","63.039","63.139","63.486","62.945","-0.16%"
"Jan 11, 2017","63.139","63.522","63.620","63.072","-0.60%"
"Jan 10, 2017","63.522","63.496","63.761","63.314","0.04%"
"Jan 09, 2017","63.496","62.796","63.525","62.770","1.11%"
"Jan 06, 2017","62.796","62.937","63.290","62.603","-0.22%"
"Jan 05, 2017","62.937","63.375","63.742","62.369","-0.69%"
"Jan 04, 2017","63.375","63.407","63.844","63.007","-0.05%"
"Jan 03, 2017","63.407","64.531","64.531","62.597","-1.03%"
"Jan 02, 2017","64.067","64.504","64.666","63.885","-0.72%"
"Dec 30, 2016","64.531","63.255","65.074","63.255","2.02%"
"Dec 29, 2016","63.255","62.810","63.554","62.805","0.71%"
"Dec 28, 2016","62.810","63.433","63.580","62.466","-0.98%"
"Dec 27, 2016","63.433","63.772","63.772","63.311","-0.53%"
"Dec 26, 2016","63.772","63.854","63.918","63.498","-0.13%"
"Dec 23, 2016","63.854","63.606","64.102","63.485","0.39%"
"Dec 22, 2016","63.606","63.760","63.832","63.428","-0.24%"
"Dec 21, 2016","63.760","63.852","63.870","63.473","-0.14%"
"Dec 20, 2016","63.852","64.420","64.420","63.639","-0.88%"
"Dec 19, 2016","64.420","64.841","64.873","64.350","-0.65%"
"Dec 16, 2016","64.841","64.322","65.397","64.085","0.81%"
"Dec 15, 2016","64.322","65.259","65.262","64.171","-1.44%"
"Dec 14, 2016","65.259","64.389","65.610","64.389","1.35%"
"Dec 13, 2016","64.389","64.928","65.107","64.300","-0.83%"
"Dec 12, 2016","64.928","65.992","66.000","64.442","-1.61%"
"Dec 09, 2016","65.992","67.155","67.300","65.571","-1.73%"
"Dec 08, 2016","67.155","68.052","68.662","67.095","-1.32%"
"Dec 07, 2016","68.052","68.473","68.671","67.887","-0.61%"
"Dec 06, 2016","68.473","68.690","68.907","68.290","-0.32%"
"Dec 05, 2016","68.690","68.155","68.700","67.595","0.78%"
"Dec 02, 2016","68.155","68.130","68.643","68.000","0.04%"
"Dec 01, 2016","68.130","68.006","68.170","67.450","0.18%"
"Nov 30, 2016","68.006","69.275","69.475","67.808","-1.83%"
"Nov 29, 2016","69.275","68.748","69.537","68.748","0.77%"
"Nov 28, 2016","68.748","68.812","69.489","68.423","-0.09%"
"Nov 25, 2016","68.812","68.024","68.890","68.020","1.16%"
"Nov 24, 2016","68.024","68.062","68.255","67.908","-0.06%"
"Nov 23, 2016","68.062","67.747","68.531","67.745","0.46%"
"Nov 22, 2016","67.747","67.860","68.127","67.460","-0.17%"
"Nov 21, 2016","67.860","68.485","68.493","67.760","-0.91%"
"Nov 18, 2016","68.485","68.880","69.180","68.424","-0.57%"
"Nov 17, 2016","68.880","69.180","69.644","68.585","-0.43%"
"Nov 16, 2016","69.180","68.841","70.276","68.802","0.49%"
"Nov 15, 2016","68.841","70.877","70.910","68.800","-2.87%"
"Nov 14, 2016","70.877","71.366","71.640","70.868","-0.69%"
"Nov 11, 2016","71.366","71.242","71.942","70.994","0.17%"
"Nov 10, 2016","71.242","69.762","71.341","69.074","2.12%"
"Nov 09, 2016","69.762","70.240","71.792","69.661","-0.68%"
"Nov 08, 2016","70.240","70.300","70.582","70.140","-0.09%"
"Nov 07, 2016","70.300","70.660","70.733","70.155","-2.10%"
"Nov 04, 2016","71.811","70.567","71.859","70.336","1.63%"
"Nov 03, 2016","70.662","70.461","70.851","70.353","0.29%"
"Nov 02, 2016","70.461","69.998","70.950","69.998","0.66%"
"Nov 01, 2016","69.998","69.609","70.119","69.292","0.56%"
"Oct 31, 2016","69.609","69.193","69.636","69.110","0.60%"
"Oct 28, 2016","69.193","68.362","69.343","68.362","1.22%"
"Oct 27, 2016","68.362","68.624","68.942","68.335","-0.38%"
"Oct 26, 2016","68.624","67.782","68.770","67.782","1.24%"
"Oct 25, 2016","67.782","67.649","67.796","67.419","0.20%"
"Oct 24, 2016","67.649","67.896","67.915","67.604","-0.36%"
"Oct 21, 2016","67.896","68.281","68.281","67.606","-0.56%"
"Oct 20, 2016","68.281","68.342","68.849","68.124","-0.09%"
"Oct 19, 2016","68.342","68.983","68.983","68.175","-0.93%"
"Oct 18, 2016","68.983","69.408","69.408","68.950","-0.61%"
"Oct 17, 2016","69.408","69.103","69.473","69.037","0.44%"
"Oct 14, 2016","69.103","69.682","69.682","69.090","-0.83%"
"Oct 13, 2016","69.682","69.343","70.007","69.343","0.49%"
"Oct 12, 2016","69.343","69.313","69.510","68.902","0.04%"
"Oct 11, 2016","69.313","69.034","69.526","69.020","0.40%"
"Oct 10, 2016","69.034","69.705","69.813","69.000","-0.96%"
"Oct 07, 2016","69.705","69.238","69.710","69.082","0.67%"
"Oct 06, 2016","69.238","69.932","69.932","69.190","-0.99%"
"Oct 05, 2016","69.932","70.245","70.300","69.780","-0.45%"
"Oct 04, 2016","70.245","69.779","70.420","69.620","0.67%"
"Oct 03, 2016","69.779","70.664","70.673","69.730","-1.25%"
"Sep 30, 2016","70.664","70.821","71.092","70.380","-0.22%"
"Sep 29, 2016","70.821","70.662","71.055","70.571","0.22%"
"Sep 28, 2016","70.662","71.645","71.859","70.662","-1.37%"
"Sep 27, 2016","71.645","71.930","71.930","71.491","-0.40%"
"Sep 26, 2016","71.930","71.921","72.165","71.587","0.01%"
"Sep 23, 2016","71.921","71.410","72.019","71.095","0.71%"
"Sep 22, 2016","71.410","71.455","71.895","71.332","-0.06%"
"Sep 21, 2016","71.455","72.287","72.287","71.350","-1.15%"
"Sep 20, 2016","72.287","72.238","72.692","72.142","0.07%"
"Sep 19, 2016","72.238","72.641","72.641","72.012","-0.55%"
"Sep 16, 2016","72.641","72.858","73.107","72.448","-0.30%"
"Sep 15, 2016","72.858","73.283","73.372","72.706","-0.58%"
"Sep 14, 2016","73.283","73.243","73.372","72.833","0.05%"
"Sep 13, 2016","73.243","72.561","73.448","72.550","0.94%"
"Sep 12, 2016","72.561","72.803","73.290","72.440","-0.33%"
"Sep 09, 2016","72.803","72.054","72.808","72.050","1.04%"
"Sep 08, 2016","72.054","72.129","72.361","71.678","-0.10%"
"Sep 07, 2016","72.129","72.698","72.698","72.122","-0.78%"
"Sep 06, 2016","72.698","72.510","72.698","72.258","0.26%"
"Sep 05, 2016","72.510","72.599","72.650","72.068","-0.12%"
"Sep 02, 2016","72.599","73.837","73.837","72.550","-1.68%"
"Sep 01, 2016","73.837","72.833","73.912","72.625","1.38%"
"Aug 31, 2016","72.833","72.723","72.952","72.551","0.15%"
"Aug 30, 2016","72.723","72.460","72.830","72.401","0.36%"
"Aug 29, 2016","72.460","72.615","72.877","72.430","-0.21%"
"Aug 26, 2016","72.615","73.000","73.262","72.418","-0.53%"
"Aug 25, 2016","73.000","73.350","73.400","72.918","-0.48%"
"Aug 24, 2016","73.350","73.020","73.500","72.892","0.45%"
"Aug 23, 2016","73.020","73.361","73.565","72.800","-0.46%"
"Aug 22, 2016","73.361","72.341","73.373","72.266","1.41%"
"Aug 19, 2016","72.341","72.238","72.603","72.178","0.14%"
"Aug 18, 2016","72.238","72.088","72.606","71.812","0.21%"
"Aug 17, 2016","72.088","71.900","72.465","71.900","0.26%"
"Aug 16, 2016","71.900","71.635","72.302","71.635","0.37%"
"Aug 15, 2016","71.635","72.273","72.273","71.480","-0.88%"
"Aug 12, 2016","72.273","71.645","72.593","71.423","0.88%"
"Aug 11, 2016","71.645","72.522","72.598","71.420","-1.21%"
"Aug 10, 2016","72.522","71.962","72.567","71.705","0.78%"
"Aug 09, 2016","71.962","71.610","72.138","71.586","0.49%"
"Aug 08, 2016","71.610","72.683","72.683","71.424","-1.48%"
"Aug 05, 2016","72.683","73.196","73.400","72.062","-0.70%"
"Aug 04, 2016","73.196","73.925","74.065","73.067","-0.99%"
"Aug 03, 2016","73.925","74.836","75.078","73.780","-1.22%"
"Aug 02, 2016","74.836","74.672","75.055","74.043","0.22%"
"Aug 01, 2016","74.672","73.818","74.787","73.456","1.16%"
"Jul 29, 2016","73.818","73.800","74.706","73.601","0.02%"
"Jul 28, 2016","73.800","72.874","74.075","72.855","1.27%"
"Jul 27, 2016","72.874","72.385","73.000","72.271","0.68%"
"Jul 26, 2016","72.385","71.910","73.112","71.907","0.66%"
"Jul 25, 2016","71.910","71.245","71.997","71.190","0.99%"
"Jul 22, 2016","71.203","71.002","71.475","70.918","0.28%"
"Jul 21, 2016","71.002","70.185","71.002","70.135","1.16%"
"Jul 20, 2016","70.185","70.060","70.315","69.507","0.18%"
"Jul 19, 2016","70.060","69.600","70.190","69.438","0.66%"
"Jul 18, 2016","69.600","70.059","70.075","69.509","-0.66%"
"Jul 15, 2016","70.059","69.825","70.545","69.825","0.34%"
"Jul 14, 2016","69.825","70.780","70.845","69.696","-1.35%"
"Jul 13, 2016","70.780","70.707","71.164","70.392","0.10%"
"Jul 12, 2016","70.707","70.975","71.180","70.555","-0.38%"
"Jul 11, 2016","70.975","70.704","71.045","70.622","0.38%"
"Jul 08, 2016","70.704","71.407","71.442","70.330","-0.98%"
"Jul 07, 2016","71.407","71.232","71.625","70.607","0.24%"
"Jul 06, 2016","71.232","71.240","71.736","71.230","-0.01%"
"Jul 05, 2016","71.240","71.338","71.954","71.232","-0.14%"
"Jul 04, 2016","71.338","71.100","71.338","70.742","0.33%"
"Jul 01, 2016","71.100","70.915","71.506","70.878","0.26%"
"Jun 30, 2016","70.915","71.014","71.559","70.465","-0.14%"
"Jun 29, 2016","71.014","70.935","71.420","70.634","0.11%"
"Jun 28, 2016","70.935","72.191","72.215","70.850","-1.74%"
"Jun 27, 2016","72.191","72.402","72.402","71.567","-0.29%"
"Jun 24, 2016","72.402","72.682","72.948","71.865","-0.38%"
"Jun 23, 2016","72.682","73.361","73.380","72.500","-0.93%"
"Jun 22, 2016","73.361","71.777","73.580","71.600","2.21%"
"Jun 21, 2016","71.777","72.705","72.978","71.777","-1.28%"
"Jun 20, 2016","72.705","73.115","73.115","72.365","-0.56%"
"Jun 17, 2016","73.115","73.833","73.840","72.925","-0.97%"
"Jun 16, 2016","73.833","73.898","74.396","73.236","-0.09%"
"Jun 15, 2016","73.898","74.080","74.117","73.412","-0.25%"
"Jun 14, 2016","74.080","73.496","74.497","73.496","-0.00%"
"Jun 13, 2016","74.081","73.398","74.404","73.092","0.80%"
"Jun 10, 2016","73.496","72.798","73.600","72.516","0.96%"
"Jun 09, 2016","72.798","72.524","73.009","72.321","0.38%"
"Jun 08, 2016","72.524","73.350","73.694","72.380","-1.13%"
"Jun 07, 2016","73.350","74.150","74.331","73.301","-1.08%"
"Jun 06, 2016","74.150","74.595","74.885","73.988","-0.60%"
"Jun 03, 2016","74.595","74.686","75.171","74.340","-0.12%"
"Jun 02, 2016","74.686","75.074","75.673","74.554","-0.52%"
"Jun 01, 2016","75.074","74.225","75.163","74.048","1.14%"
"May 31, 2016","74.225","73.360","74.543","73.290","1.18%"
"May 30, 2016","73.360","73.460","73.696","73.052","-0.14%"
"May 27, 2016","73.460","73.663","73.972","73.317","-0.28%"
"May 26, 2016","73.663","73.093","73.736","72.630","0.78%"
"May 25, 2016","73.093","73.717","73.717","72.747","-0.85%"
"May 24, 2016","73.717","75.000","75.218","73.680","-1.71%"
"May 23, 2016","75.000","74.938","75.494","74.820","0.17%"
"May 22, 2016","74.873","74.873","74.873","74.873","-0.09%"
"May 20, 2016","74.938","74.804","75.132","74.343","0.18%"
"May 19, 2016","74.804","74.082","75.450","74.045","0.98%"
"May 18, 2016","74.082","73.199","74.180","73.123","1.21%"
"May 17, 2016","73.199","73.450","73.589","72.973","-0.34%"
"May 16, 2016","73.450","74.008","74.010","73.249","-1.05%"
"May 15, 2016","74.228","74.029","74.246","74.029","0.30%"
"May 13, 2016","74.008","73.882","74.277","73.431","0.17%"
"May 12, 2016","73.882","74.290","74.541","73.619","-0.55%"
"May 11, 2016","74.290","75.357","75.612","74.213","-1.42%"
"May 10, 2016","75.357","75.229","75.758","75.087","-0.58%"
"May 09, 2016","75.793","75.034","76.066","74.318","1.41%"
"May 08, 2016","74.741","74.794","74.794","74.741","-0.65%"
"May 06, 2016","75.229","75.116","75.990","74.875","0.15%"
"May 05, 2016","75.116","76.495","76.495","74.601","-1.80%"
"May 04, 2016","76.495","74.011","76.668","74.011","0.13%"
"May 03, 2016","76.399","75.162","77.270","74.666","1.63%"
"May 02, 2016","75.173","74.032","75.235","73.782","2.86%"
"May 01, 2016","73.085","73.085","73.085","73.085","-1.25%"
"Apr 29, 2016","74.011","73.433","74.265","72.920","0.79%"
"Apr 28, 2016","73.433","73.776","74.151","72.786","-0.47%"
"Apr 27, 2016","73.776","73.650","74.703","73.555","0.17%"
"Apr 26, 2016","73.650","75.099","75.141","73.650","-1.93%"
"Apr 25, 2016","75.099","74.656","75.229","74.171","0.44%"
"Apr 24, 2016","74.768","74.768","74.768","74.768","0.15%"
"Apr 22, 2016","74.656","75.378","75.378","73.793","-0.96%"
"Apr 21, 2016","75.378","73.653","75.525","73.070","2.34%"
"Apr 20, 2016","73.653","74.846","75.462","73.650","-1.59%"
"Apr 19, 2016","74.846","74.821","75.405","74.135","0.03%"
"Apr 18, 2016","74.821","74.974","77.656","74.702","-0.20%"
"Apr 15, 2016","74.974","74.447","75.343","74.127","0.71%"
"Apr 14, 2016","74.447","74.699","74.923","74.172","-0.34%"
"Apr 13, 2016","74.699","74.803","74.998","73.802","-0.14%"
"Apr 12, 2016","74.803","76.195","76.200","74.250","-1.83%"
"Apr 11, 2016","76.195","76.538","76.826","75.879","-0.45%"
"Apr 08, 2016","76.538","77.390","77.390","76.122","-1.10%"
"Apr 07, 2016","77.390","77.008","77.873","76.916","0.50%"
"Apr 06, 2016","77.008","78.091","78.350","77.005","-1.39%"
"Apr 05, 2016","78.091","78.298","79.196","78.001","-0.26%"
"Apr 04, 2016","78.298","77.043","78.442","77.043","1.63%"
"Apr 01, 2016","77.043","76.282","77.918","76.227","1.00%"
"Mar 31, 2016","76.282","77.424","77.439","76.078","-1.47%"
"Mar 30, 2016","77.424","76.954","77.449","76.161","0.61%"
"Mar 29, 2016","76.954","76.712","77.447","76.599","0.32%"
"Mar 28, 2016","76.712","76.463","76.962","75.574","0.32%"
"Mar 25, 2016","76.463","76.804","76.836","75.825","-0.44%"
"Mar 24, 2016","76.804","76.786","77.811","76.421","0.02%"
"Mar 23, 2016","76.786","75.705","76.886","75.499","1.43%"
"Mar 22, 2016","75.705","76.352","76.471","75.320","-0.85%"
"Mar 21, 2016","76.352","77.101","77.879","76.076","-0.97%"
"Mar 18, 2016","77.101","77.044","77.448","75.959","0.07%"
"Mar 17, 2016","77.044","77.650","77.674","76.850","-0.78%"
"Mar 16, 2016","77.650","78.916","78.987","77.648","-1.60%"
"Mar 15, 2016","78.916","77.703","79.293","77.698","1.56%"
"Mar 14, 2016","77.703","77.974","78.820","77.274","-0.35%"
"Mar 11, 2016","77.974","79.816","79.818","77.121","-2.31%"
"Mar 10, 2016","79.816","78.224","80.495","75.909","2.04%"
"Mar 09, 2016","78.224","78.741","79.690","77.722","-2.65%"
"Mar 08, 2016","80.350","78.573","80.681","78.511","2.04%"
"Mar 07, 2016","78.741","79.185","79.268","78.350","-0.56%"
"Mar 04, 2016","79.185","80.194","80.489","78.980","-1.26%"
"Mar 03, 2016","80.194","79.384","80.725","79.384","1.02%"
"Mar 02, 2016","79.384","79.771","80.611","79.186","-0.49%"
"Mar 01, 2016","79.771","81.882","81.882","79.365","-2.58%"
"Feb 29, 2016","81.882","83.323","83.392","81.350","-1.73%"
"Feb 26, 2016","83.323","83.169","83.531","81.704","0.19%"
"Feb 25, 2016","83.169","83.421","84.469","83.014","-0.30%"
"Feb 24, 2016","83.421","83.062","85.426","83.062","-0.75%"
"Feb 23, 2016","84.049","82.648","84.248","82.302","1.19%"
"Feb 22, 2016","83.062","85.988","85.988","82.561","-3.40%"
"Feb 20, 2016","85.988","85.619","86.239","85.326","0.43%"
"Feb 19, 2016","85.619","84.868","86.639","84.459","0.88%"
"Feb 18, 2016","84.868","83.601","85.036","83.292","1.52%"
"Feb 17, 2016","83.601","86.730","87.381","83.199","-3.61%"
"Feb 16, 2016","86.730","85.916","87.095","84.788","0.95%"
"Feb 15, 2016","85.916","88.220","88.220","85.890","-2.61%"
"Feb 12, 2016","88.220","90.174","90.174","87.766","-2.17%"
"Feb 11, 2016","90.174","88.809","91.411","88.809","1.54%"
"Feb 10, 2016","88.809","90.004","90.004","86.856","-1.33%"
"Feb 09, 2016","90.004","87.917","90.333","87.309","2.37%"
"Feb 08, 2016","87.917","86.409","88.530","85.205","1.75%"
"Feb 05, 2016","86.409","86.107","86.893","85.520","0.35%"
"Feb 04, 2016","86.107","85.336","86.275","84.001","0.90%"
"Feb 03, 2016","85.336","87.101","87.731","84.972","-2.03%"
"Feb 02, 2016","87.101","84.258","87.101","84.258","3.37%"
"Feb 01, 2016","84.258","81.789","84.356","81.789","3.02%"
"Jan 29, 2016","81.789","83.524","83.524","81.304","-2.08%"
"Jan 28, 2016","83.524","84.623","84.689","82.350","-1.30%"
"Jan 27, 2016","84.623","85.100","86.388","83.634","-0.56%"
"Jan 26, 2016","85.100","86.909","89.287","84.300","-2.08%"
"Jan 25, 2016","86.909","84.240","86.909","82.894","3.17%"
"Jan 22, 2016","84.240","89.918","89.918","84.240","-6.31%"
"Jan 21, 2016","89.918","88.597","93.600","88.597","1.49%"
"Jan 20, 2016","88.597","85.745","90.100","85.745","3.33%"
"Jan 19, 2016","85.745","86.420","86.420","84.846","-0.78%"
"Jan 18, 2016","86.420","84.695","86.540","84.695","2.04%"
"Jan 15, 2016","84.695","82.635","85.529","82.635","2.49%"
"Jan 14, 2016","82.635","83.393","83.710","82.584","-0.91%"
"Jan 13, 2016","83.393","83.659","83.659","81.941","-0.32%"
"Jan 12, 2016","83.659","82.779","83.901","82.346","1.06%"
"Jan 11, 2016","82.779","80.640","83.500","80.640","1.23%"
"Jan 08, 2016","81.773","82.037","82.355","79.873","-0.43%"
"Jan 07, 2016","82.125","80.352","82.405","80.213","1.84%"
"Jan 06, 2016","80.640","78.722","80.711","78.722","2.44%"
"Jan 05, 2016","78.722","79.251","79.383","78.651","-0.67%"
"Jan 04, 2016","79.251","80.444","80.450","78.618","-0.03%"
"Jan 01, 2016","79.278","79.223","79.419","79.099","-0.00%"
"Dec 31, 2015","79.281","80.022","81.297","78.952","-1.45%"
"Dec 30, 2015","80.444","79.000","80.450","79.000","1.83%"
"Dec 29, 2015","79.000","79.217","80.015","78.528","-0.27%"
"Dec 28, 2015","79.217","77.539","79.510","77.320","2.16%"
"Dec 25, 2015","77.539","76.970","77.739","76.788","0.74%"
"Dec 24, 2015","76.970","76.116","77.584","75.800","1.12%"
"Dec 23, 2015","76.116","78.055","78.055","75.750","-2.48%"
"Dec 22, 2015","78.055","77.821","78.249","77.508","0.30%"
"Dec 21, 2015","77.821","77.125","77.954","77.101","0.90%"
"Dec 18, 2015","77.125","76.929","77.570","76.453","0.25%"
"Dec 17, 2015","76.929","76.830","77.139","76.259","0.13%"
"Dec 16, 2015","76.830","76.411","77.306","76.345","0.55%"
"Dec 15, 2015","76.411","77.572","78.520","76.052","-1.50%"
"Dec 14, 2015","77.572","77.355","78.406","76.796","0.28%"
"Dec 11, 2015","77.355","75.591","77.549","75.591","2.33%"
"Dec 10, 2015","75.591","76.429","76.429","75.133","-1.10%"
"Dec 09, 2015","76.429","75.730","76.604","75.300","0.92%"
"Dec 08, 2015","75.730","75.362","76.170","74.884","0.49%"
"Dec 07, 2015","75.362","74.070","75.438","74.002","1.74%"
"Dec 04, 2015","74.070","73.933","74.660","73.150","0.19%"
"Dec 03, 2015","73.933","71.642","74.394","71.461","3.20%"
"Dec 02, 2015","71.642","70.880","71.656","70.551","1.08%"
"Dec 01, 2015","70.880","70.253","70.934","70.009","0.89%"
"Nov 30, 2015","70.253","70.406","70.778","69.634","-0.22%"
"Nov 27, 2015","70.406","69.868","70.530","69.754","0.77%"
"Nov 26, 2015","69.868","69.601","70.053","69.506","0.38%"
"Nov 25, 2015","69.601","69.630","70.085","69.434","-0.04%"
"Nov 24, 2015","69.630","69.973","70.750","69.487","-0.49%"
"Nov 23, 2015","69.973","68.930","70.402","68.930","1.51%"
"Nov 20, 2015","68.930","69.344","69.598","68.557","-0.60%"
"Nov 19, 2015","69.344","69.017","69.602","69.017","0.47%"
"Nov 18, 2015","69.017","69.350","69.714","68.847","-0.48%"
"Nov 17, 2015","69.350","69.809","70.187","68.780","-0.66%"
"Nov 16, 2015","69.809","71.759","71.759","69.707","-2.72%"
"Nov 13, 2015","71.759","71.994","72.070","71.382","-0.33%"
"Nov 12, 2015","71.994","70.300","71.994","70.000","2.41%"
"Nov 11, 2015","70.300","69.151","70.376","69.063","1.66%"
"Nov 10, 2015","69.151","69.472","69.472","68.502","-0.46%"
"Nov 09, 2015","69.472","69.392","69.872","69.195","0.12%"
"Nov 06, 2015","69.392","69.029","69.566","68.793","0.53%"
"Nov 05, 2015","69.029","68.629","69.143","68.541","0.52%"
"Nov 04, 2015","68.674","68.576","69.038","67.499","0.07%"
"Nov 03, 2015","68.629","70.063","70.619","68.282","-2.05%"
"Nov 02, 2015","70.063","70.349","70.995","70.048","-0.41%"
"Oct 30, 2015","70.349","70.644","71.098","69.862","-0.42%"
"Oct 29, 2015","70.644","69.828","70.821","69.824","1.17%"
"Oct 28, 2015","69.828","71.629","72.386","69.741","-2.51%"
"Oct 27, 2015","71.629","69.662","71.920","69.662","2.82%"
"Oct 26, 2015","69.662","68.705","69.689","68.559","1.39%"
"Oct 23, 2015","68.705","69.557","69.557","68.301","-1.22%"
"Oct 22, 2015","69.557","71.460","71.460","69.451","-2.66%"
"Oct 21, 2015","71.460","70.445","71.694","70.445","1.44%"
"Oct 20, 2015","70.445","70.529","70.888","69.996","-0.12%"
"Oct 19, 2015","70.529","69.542","70.686","69.542","1.42%"
"Oct 16, 2015","69.542","69.843","70.461","69.474","-0.43%"
"Oct 15, 2015","69.843","71.898","71.898","69.831","-2.86%"
"Oct 14, 2015","71.898","71.757","72.259","71.530","0.20%"
"Oct 13, 2015","71.757","70.702","71.950","70.591","1.49%"
"Oct 12, 2015","70.702","70.205","71.098","69.346","0.71%"
"Oct 09, 2015","70.205","69.174","70.288","68.858","1.49%"
"Oct 08, 2015","69.174","70.422","70.769","69.101","-1.77%"
"Oct 07, 2015","70.422","71.498","71.498","69.419","-1.50%"
"Oct 06, 2015","71.498","72.406","73.188","71.480","-1.25%"
"Oct 05, 2015","72.406","74.059","74.059","72.310","-2.23%"
"Oct 02, 2015","74.059","73.430","75.354","73.348","0.86%"
"Oct 01, 2015","73.430","73.165","73.679","72.201","0.36%"
"Sep 30, 2015","73.165","73.936","73.936","73.004","-1.04%"
"Sep 29, 2015","73.936","74.263","74.795","73.448","-0.44%"
"Sep 28, 2015","74.263","73.435","74.362","73.050","1.13%"
"Sep 25, 2015","73.435","74.182","74.182","72.796","-1.01%"
"Sep 24, 2015","74.182","74.273","75.130","74.120","-0.12%"
"Sep 23, 2015","74.273","73.478","74.446","73.085","1.08%"
"Sep 22, 2015","73.478","73.984","74.438","73.451","-0.68%"
"Sep 21, 2015","73.984","75.087","75.190","73.864","-1.47%"
"Sep 18, 2015","75.087","74.817","75.770","74.710","0.36%"
"Sep 17, 2015","74.817","73.672","74.916","73.520","1.55%"
"Sep 16, 2015","73.672","75.192","75.192","73.394","-2.02%"
"Sep 15, 2015","75.192","76.376","76.376","75.180","-1.55%"
"Sep 14, 2015","76.376","76.987","77.299","75.867","-0.79%"
"Sep 11, 2015","76.987","76.350","77.158","76.208","0.83%"
"Sep 10, 2015","76.350","76.700","77.171","76.003","-0.46%"
"Sep 09, 2015","76.700","76.199","76.760","75.330","0.66%"
"Sep 08, 2015","76.199","77.210","77.210","75.751","-1.31%"
"Sep 07, 2015","77.210","76.270","77.370","75.964","1.13%"
"Sep 04, 2015","76.350","74.720","76.350","74.471","2.18%"
"Sep 03, 2015","74.720","75.200","75.628","73.527","-0.64%"
"Sep 02, 2015","75.200","75.593","76.500","74.555","-0.52%"
"Sep 01, 2015","75.593","72.149","75.593","72.149","4.77%"
"Aug 31, 2015","72.149","73.230","75.697","71.590","-1.48%"
"Aug 28, 2015","73.230","74.241","76.119","72.586","-1.36%"
"Aug 27, 2015","74.241","77.919","77.919","73.960","-4.72%"
