"Date","Price","Open","High","Low","Change %"
"Jan 25, 2022","12.4282","12.4447","12.5321","12.3764","-0.13%"
"Jan 24, 2022","12.4447","12.2182","12.5542","12.1573","1.85%"
"Jan 23, 2022","12.2182","12.2182","12.2182","12.2182","0.00%"
"Jan 21, 2022","12.2182","12.0929","12.2308","12.0337","1.04%"
"Jan 20, 2022","12.0929","12.0105","12.1038","11.9825","0.69%"
"Jan 19, 2022","12.0105","12.1095","12.1472","11.9559","-0.82%"
"Jan 18, 2022","12.1095","11.9885","12.1191","11.9817","1.01%"
"Jan 17, 2022","11.9885","11.9983","12.0939","11.9242","-0.08%"
"Jan 16, 2022","11.9983","11.9983","11.9983","11.9983","-0.00%"
"Jan 14, 2022","11.9983","11.9938","12.1125","11.9209","0.04%"
"Jan 13, 2022","11.9938","11.7503","12.0382","11.7081","2.07%"
"Jan 12, 2022","11.7503","11.6829","11.7767","11.6764","0.58%"
"Jan 11, 2022","11.6829","11.7655","11.7751","11.6757","-0.70%"
"Jan 10, 2022","11.7655","11.8759","11.8856","11.7449","-0.93%"
"Jan 09, 2022","11.8759","11.8759","11.8759","11.8759","0.00%"
"Jan 07, 2022","11.8759","11.9557","11.9993","11.7761","-0.67%"
"Jan 06, 2022","11.9557","12.0808","12.1277","11.9252","-1.04%"
"Jan 05, 2022","12.0808","11.8273","12.0822","11.8268","2.14%"
"Jan 04, 2022","11.8273","11.7290","11.8531","11.6823","0.84%"
"Jan 03, 2022","11.7290","11.7452","11.8279","11.6722","-0.14%"
"Jan 02, 2022","11.7452","11.7452","11.7452","11.7452","0.00%"
"Dec 31, 2021","11.7452","11.7139","11.7743","11.7041","0.27%"
"Dec 30, 2021","11.7139","11.6199","11.7872","11.6146","0.81%"
"Dec 29, 2021","11.6199","11.5779","11.6499","11.5442","0.36%"
"Dec 28, 2021","11.5779","11.5305","11.6007","11.5135","0.41%"
"Dec 27, 2021","11.5305","11.5690","11.5690","11.4741","-0.33%"
"Dec 26, 2021","11.5690","11.5690","11.5690","11.5690","0.00%"
"Dec 24, 2021","11.5690","11.5077","11.5781","11.4837","0.53%"
"Dec 23, 2021","11.5077","11.5812","11.5821","11.4905","-0.63%"
"Dec 22, 2021","11.5812","11.6133","11.6381","11.5508","-0.28%"
"Dec 21, 2021","11.6133","11.6337","11.6383","11.5722","-0.17%"
"Dec 20, 2021","11.6337","11.6272","11.6795","11.6122","0.06%"
"Dec 19, 2021","11.6272","11.6272","11.6272","11.6272","0.00%"
"Dec 17, 2021","11.6272","11.5820","11.6460","11.5305","0.39%"
"Dec 16, 2021","11.5820","11.5743","11.5978","11.5222","0.07%"
"Dec 15, 2021","11.5743","11.5886","11.6766","11.5737","-0.12%"
"Dec 14, 2021","11.5886","11.5461","11.6066","11.5366","0.37%"
"Dec 13, 2021","11.5461","11.5190","11.5750","11.5135","0.24%"
"Dec 12, 2021","11.5190","11.5190","11.5190","11.5190","0.00%"
"Dec 10, 2021","11.5190","11.5625","11.5934","11.5089","-0.38%"
"Dec 09, 2021","11.5625","11.6009","11.6151","11.5332","-0.33%"
"Dec 08, 2021","11.6009","11.6294","11.6563","11.5873","-0.24%"
"Dec 07, 2021","11.6294","11.6621","11.7011","11.6030","-0.28%"
"Dec 06, 2021","11.6621","11.5907","11.6754","11.5322","0.62%"
"Dec 05, 2021","11.5907","11.5907","11.5907","11.5907","0.00%"
"Dec 03, 2021","11.5907","11.5504","11.6020","11.5158","0.35%"
"Dec 02, 2021","11.5504","11.6598","11.6622","11.5326","-0.94%"
"Dec 01, 2021","11.6598","11.6405","11.6795","11.5746","0.17%"
"Nov 30, 2021","11.6405","11.6796","11.7907","11.6256","-0.33%"
"Nov 29, 2021","11.6796","11.8270","11.8471","11.6313","-1.25%"
"Nov 28, 2021","11.8270","11.8270","11.8270","11.8270","0.00%"
"Nov 26, 2021","11.8270","11.6959","11.8732","11.6821","1.12%"
"Nov 25, 2021","11.6959","11.7300","11.7385","11.6655","-0.29%"
"Nov 24, 2021","11.7300","11.6223","11.7383","11.6026","0.93%"
"Nov 23, 2021","11.6223","11.7149","11.7750","11.6030","-0.79%"
"Nov 22, 2021","11.7149","11.5049","11.7537","11.4689","1.83%"
"Nov 21, 2021","11.5049","11.5049","11.5049","11.5049","0.00%"
"Nov 19, 2021","11.5049","11.4467","11.5286","11.3945","0.51%"
"Nov 18, 2021","11.4467","11.3744","11.4777","11.3694","0.64%"
"Nov 17, 2021","11.3744","11.4384","11.4683","11.3435","-0.56%"
"Nov 16, 2021","11.4384","11.3649","11.4933","11.3521","0.65%"
"Nov 15, 2021","11.3649","11.4257","11.4257","11.2888","-0.53%"
"Nov 14, 2021","11.4257","11.4257","11.4257","11.4257","0.00%"
"Nov 12, 2021","11.4257","11.2065","11.4744","11.1867","1.96%"
"Nov 11, 2021","11.2065","11.1575","11.2304","11.0878","0.44%"
"Nov 10, 2021","11.1575","11.0621","11.1666","11.0340","0.86%"
"Nov 09, 2021","11.0621","11.1403","11.1578","11.0585","-0.70%"
"Nov 08, 2021","11.1403","11.1358","11.1777","11.1224","0.04%"
"Nov 07, 2021","11.1358","11.1358","11.1358","11.1358","0.00%"
"Nov 05, 2021","11.1358","11.2160","11.2410","11.0959","-0.71%"
"Nov 04, 2021","11.2160","11.2000","11.2261","11.2000","0.14%"
"Nov 03, 2021","11.2000","11.1767","11.2781","11.1528","0.21%"
"Nov 02, 2021","11.1767","11.1867","11.2557","11.1578","-0.09%"
"Nov 01, 2021","11.1867","11.0754","11.2002","11.0563","1.00%"
"Oct 31, 2021","11.0754","11.0754","11.0754","11.0754","0.00%"
"Oct 29, 2021","11.0754","10.9860","11.0848","10.9820","0.81%"
"Oct 28, 2021","10.9860","11.0495","11.0609","10.9569","-0.57%"
"Oct 27, 2021","11.0495","10.8952","11.0559","10.8750","1.42%"
"Oct 26, 2021","10.8952","10.9223","10.9327","10.8515","-0.25%"
"Oct 25, 2021","10.9223","11.0147","11.0478","10.9165","-0.84%"
"Oct 24, 2021","11.0147","11.0147","11.0147","11.0147","0.00%"
"Oct 22, 2021","11.0147","11.1214","11.1272","10.9588","-0.96%"
"Oct 21, 2021","11.1214","11.0762","11.1420","11.0762","0.41%"
"Oct 20, 2021","11.0762","11.1022","11.1221","11.0700","-0.23%"
"Oct 19, 2021","11.1022","11.0894","11.1223","11.0619","0.12%"
"Oct 18, 2021","11.0894","11.0367","11.0970","11.0262","0.48%"
"Oct 17, 2021","11.0367","11.0367","11.0367","11.0367","0.00%"
"Oct 15, 2021","11.0367","11.0809","11.1032","11.0181","-0.40%"
"Oct 14, 2021","11.0809","11.2012","11.2012","11.0766","-1.07%"
"Oct 13, 2021","11.2012","11.1438","11.2197","11.1313","0.52%"
"Oct 12, 2021","11.1438","11.1415","11.1630","11.1179","0.02%"
"Oct 11, 2021","11.1415","11.1564","11.1699","11.1017","-0.13%"
"Oct 10, 2021","11.1564","11.1564","11.1564","11.1564","0.00%"
"Oct 08, 2021","11.1564","11.1200","11.1735","11.1118","0.33%"
"Oct 07, 2021","11.1200","11.2313","11.2410","11.1200","-0.99%"
"Oct 06, 2021","11.2313","11.2243","11.2797","11.2227","0.06%"
"Oct 05, 2021","11.2243","11.2458","11.2730","11.2116","-0.19%"
"Oct 04, 2021","11.2458","11.2811","11.3229","11.2338","-0.31%"
"Oct 03, 2021","11.2811","11.2811","11.2811","11.2811","0.00%"
"Oct 01, 2021","11.2811","11.2851","11.3596","11.2722","-0.04%"
"Sep 30, 2021","11.2851","11.2584","11.2986","11.2304","0.24%"
"Sep 29, 2021","11.2584","11.2659","11.2754","11.2337","-0.07%"
"Sep 28, 2021","11.2659","11.2340","11.3042","11.2155","0.28%"
"Sep 27, 2021","11.2340","11.2477","11.2701","11.2195","-0.12%"
"Sep 26, 2021","11.2477","11.2477","11.2477","11.2477","0.00%"
"Sep 24, 2021","11.2477","11.2750","11.3022","11.2442","-0.24%"
"Sep 23, 2021","11.2750","11.2992","11.2992","11.2358","-0.21%"
"Sep 22, 2021","11.2992","11.3028","11.3131","11.2365","-0.03%"
"Sep 21, 2021","11.3028","11.3610","11.3670","11.2846","-0.51%"
"Sep 20, 2021","11.3610","11.2682","11.3847","11.2666","0.82%"
"Sep 19, 2021","11.2682","11.2682","11.2682","11.2682","0.00%"
"Sep 17, 2021","11.2682","11.2338","11.2800","11.2261","0.31%"
"Sep 16, 2021","11.2338","11.2385","11.2597","11.2172","-0.04%"
"Sep 15, 2021","11.2385","11.3226","11.3407","11.2320","-0.74%"
"Sep 14, 2021","11.3226","11.2591","11.3321","11.2584","0.56%"
"Sep 13, 2021","11.2591","11.3569","11.3569","11.2590","-0.86%"
"Sep 12, 2021","11.3569","11.3569","11.3569","11.3569","0.00%"
"Sep 10, 2021","11.3569","11.3051","11.3608","11.2866","0.46%"
"Sep 09, 2021","11.3051","11.3201","11.3448","11.2819","-0.13%"
"Sep 08, 2021","11.3201","11.3325","11.3811","11.3201","-0.11%"
"Sep 07, 2021","11.3325","11.3029","11.3489","11.2978","0.26%"
"Sep 06, 2021","11.3029","11.2711","11.3124","11.2659","0.28%"
"Sep 05, 2021","11.2711","11.2711","11.2711","11.2711","0.00%"
"Sep 03, 2021","11.2711","11.2872","11.3123","11.2588","-0.14%"
"Sep 02, 2021","11.2872","11.2948","11.3041","11.2587","-0.07%"
"Sep 01, 2021","11.2948","11.3343","11.3395","11.2702","-0.35%"
"Aug 31, 2021","11.3343","11.3668","11.3668","11.3299","-0.29%"
"Aug 30, 2021","11.3668","11.3647","11.3877","11.3560","0.02%"
"Aug 29, 2021","11.3647","11.3647","11.3647","11.3647","0.00%"
"Aug 27, 2021","11.3647","11.4527","11.4530","11.3642","-0.77%"
"Aug 26, 2021","11.4527","11.4168","11.4839","11.4028","0.31%"
"Aug 25, 2021","11.4168","11.3941","11.4407","11.3786","0.20%"
"Aug 24, 2021","11.3941","11.4401","11.4446","11.3905","-0.40%"
"Aug 23, 2021","11.4401","11.4227","11.4449","11.3892","0.15%"
"Aug 22, 2021","11.4227","11.4227","11.4227","11.4227","0.00%"
"Aug 20, 2021","11.4227","11.4192","11.4750","11.3994","0.03%"
"Aug 19, 2021","11.4192","11.3843","11.4468","11.3677","0.31%"
"Aug 18, 2021","11.3843","11.3430","11.3901","11.3177","0.36%"
"Aug 17, 2021","11.3430","11.3122","11.3508","11.3034","0.27%"
"Aug 16, 2021","11.3122","11.3038","11.3472","11.3014","0.07%"
"Aug 15, 2021","11.3038","11.3038","11.3038","11.3038","0.00%"
"Aug 13, 2021","11.3038","11.3614","11.3686","11.2977","-0.51%"
"Aug 12, 2021","11.3614","11.3255","11.3722","11.3255","0.32%"
"Aug 11, 2021","11.3255","11.3974","11.4313","11.3220","-0.63%"
"Aug 10, 2021","11.3974","11.3612","11.4196","11.3445","0.32%"
"Aug 09, 2021","11.3612","11.3303","11.3620","11.3239","0.27%"
"Aug 08, 2021","11.3303","11.3303","11.3303","11.3303","0.00%"
"Aug 06, 2021","11.3303","11.3110","11.3366","11.2935","0.17%"
"Aug 05, 2021","11.3110","11.3117","11.3330","11.3002","-0.01%"
"Aug 04, 2021","11.3117","11.2745","11.3341","11.2576","0.33%"
"Aug 03, 2021","11.2745","11.3039","11.3181","11.2610","-0.26%"
"Aug 02, 2021","11.3039","11.3196","11.3257","11.2492","-0.14%"
"Aug 01, 2021","11.3196","11.3196","11.3196","11.3196","0.00%"
"Jul 30, 2021","11.3196","11.3297","11.3645","11.2726","-0.09%"
"Jul 29, 2021","11.3297","11.3231","11.3530","11.3073","0.06%"
"Jul 28, 2021","11.3231","11.3251","11.3730","11.2973","-0.02%"
"Jul 27, 2021","11.3251","11.3595","11.3997","11.3056","-0.30%"
"Jul 26, 2021","11.3595","11.3777","11.4531","11.3565","-0.16%"
"Jul 25, 2021","11.3777","11.3777","11.3777","11.3777","0.00%"
"Jul 23, 2021","11.3777","11.3895","11.4024","11.3515","-0.10%"
"Jul 22, 2021","11.3895","11.4428","11.4492","11.3825","-0.47%"
"Jul 21, 2021","11.4428","11.4664","11.5139","11.4274","-0.21%"
"Jul 20, 2021","11.4664","11.5016","11.5215","11.4574","-0.31%"
"Jul 19, 2021","11.5016","11.4342","11.5220","11.4264","0.59%"
"Jul 18, 2021","11.4342","11.4342","11.4342","11.4342","0.00%"
"Jul 16, 2021","11.4342","11.5092","11.5092","11.4177","-0.65%"
"Jul 15, 2021","11.5092","11.4522","11.5209","11.4507","0.50%"
"Jul 14, 2021","11.4522","11.4890","11.4905","11.4333","-0.32%"
"Jul 13, 2021","11.4890","11.4948","11.5151","11.4301","-0.05%"
"Jul 12, 2021","11.4948","11.4765","11.5489","11.4765","0.16%"
"Jul 11, 2021","11.4765","11.4765","11.4765","11.4765","0.00%"
"Jul 09, 2021","11.4765","11.5207","11.5327","11.4458","-0.38%"
"Jul 08, 2021","11.5207","11.5414","11.6230","11.5010","-0.18%"
"Jul 07, 2021","11.5414","11.4895","11.5688","11.4391","0.45%"
"Jul 06, 2021","11.4895","11.3660","11.5166","11.3266","1.09%"
"Jul 05, 2021","11.3660","11.3172","11.3845","11.3172","0.43%"
"Jul 04, 2021","11.3172","11.3172","11.3172","11.3172","0.00%"
"Jul 02, 2021","11.3172","11.3477","11.3882","11.3063","-0.27%"
"Jul 01, 2021","11.3477","11.3288","11.3623","11.2633","0.17%"
"Jun 30, 2021","11.3288","11.2577","11.3387","11.2458","0.63%"
"Jun 29, 2021","11.2577","11.1701","11.2735","11.1573","0.78%"
"Jun 28, 2021","11.1701","11.1837","11.1920","11.1692","-0.12%"
"Jun 27, 2021","11.1837","11.1837","11.1837","11.1837","0.00%"
"Jun 25, 2021","11.1837","11.1748","11.1956","11.1631","0.08%"
"Jun 24, 2021","11.1748","11.2155","11.2157","11.1463","-0.36%"
"Jun 23, 2021","11.2155","11.2454","11.2582","11.1769","-0.27%"
"Jun 22, 2021","11.2454","11.3095","11.3240","11.2370","-0.57%"
"Jun 21, 2021","11.3095","11.2841","11.3302","11.2537","0.23%"
"Jun 20, 2021","11.2841","11.2841","11.2841","11.2841","0.00%"
"Jun 18, 2021","11.2841","11.2161","11.2906","11.1968","0.61%"
"Jun 17, 2021","11.2161","11.3495","11.3495","11.1841","-1.17%"
"Jun 16, 2021","11.3495","11.2674","11.3591","11.2098","0.73%"
"Jun 15, 2021","11.2674","11.2681","11.2935","11.2062","-0.01%"
"Jun 14, 2021","11.2681","11.2699","11.3069","11.2510","-0.02%"
"Jun 13, 2021","11.2699","11.2699","11.2699","11.2699","0.00%"
"Jun 11, 2021","11.2699","11.2265","11.2921","11.1979","0.39%"
"Jun 10, 2021","11.2265","11.3208","11.3310","11.2211","-0.83%"
"Jun 09, 2021","11.3208","11.2950","11.3298","11.2633","0.23%"
"Jun 08, 2021","11.2950","11.3823","11.4097","11.2919","-0.77%"
"Jun 07, 2021","11.3823","11.3815","11.4109","11.3684","0.01%"
"Jun 06, 2021","11.3815","11.3815","11.3815","11.3815","0.00%"
"Jun 04, 2021","11.3815","11.4377","11.4469","11.3798","-0.49%"
"Jun 03, 2021","11.4377","11.4631","11.4692","11.4257","-0.22%"
"Jun 02, 2021","11.4631","11.5190","11.5325","11.4582","-0.49%"
"Jun 01, 2021","11.5190","11.5282","11.5428","11.4689","-0.08%"
"May 31, 2021","11.5282","11.4887","11.5350","11.4801","0.34%"
"May 30, 2021","11.4887","11.4887","11.4887","11.4887","0.00%"
"May 28, 2021","11.4887","11.5127","11.5697","11.4887","-0.21%"
"May 27, 2021","11.5127","11.4996","11.5337","11.4898","0.11%"
"May 26, 2021","11.4996","11.4649","11.5332","11.4562","0.30%"
"May 25, 2021","11.4649","11.4452","11.4742","11.4289","0.17%"
"May 24, 2021","11.4452","11.4423","11.4913","11.4252","0.02%"
"May 23, 2021","11.4423","11.4423","11.4423","11.4423","0.00%"
"May 21, 2021","11.4423","11.4255","11.4493","11.4048","0.15%"
"May 20, 2021","11.4255","11.4642","11.4677","11.4175","-0.34%"
"May 19, 2021","11.4642","11.4714","11.4839","11.4310","-0.06%"
"May 18, 2021","11.4714","11.4615","11.5068","11.4489","0.09%"
"May 17, 2021","11.4615","11.4971","11.5064","11.4563","-0.31%"
"May 16, 2021","11.4971","11.4971","11.4971","11.4971","0.00%"
"May 14, 2021","11.4971","11.4780","11.5106","11.4568","0.17%"
"May 13, 2021","11.4780","11.5605","11.5723","11.4469","-0.71%"
"May 12, 2021","11.5605","11.5274","11.5637","11.4825","0.29%"
"May 11, 2021","11.5274","11.5874","11.5874","11.4948","-0.52%"
"May 10, 2021","11.5874","11.4723","11.5874","11.4429","1.00%"
"May 09, 2021","11.4723","11.4723","11.4723","11.4723","0.00%"
"May 07, 2021","11.4723","11.4855","11.5116","11.4344","-0.12%"
"May 06, 2021","11.4855","11.5643","11.5643","11.4807","-0.68%"
"May 05, 2021","11.5643","11.5491","11.5698","11.5380","-0.12%"
"May 04, 2021","11.5782","11.6177","11.6386","11.5441","-0.34%"
"May 03, 2021","11.6177","11.6177","11.6177","11.6177","0.00%"
"May 02, 2021","11.6177","11.6177","11.6177","11.6177","0.00%"
"Apr 30, 2021","11.6177","11.5309","11.6220","11.5135","0.75%"
"Apr 29, 2021","11.5309","11.4845","11.5457","11.4727","0.40%"
"Apr 28, 2021","11.4845","11.5541","11.5610","11.4795","-0.60%"
"Apr 27, 2021","11.5541","11.5650","11.5885","11.5364","-0.09%"
"Apr 26, 2021","11.5650","11.5436","11.5805","11.5034","0.18%"
"Apr 25, 2021","11.5436","11.5436","11.5436","11.5436","0.00%"
"Apr 23, 2021","11.5436","11.6191","11.6314","11.5047","-0.65%"
"Apr 22, 2021","11.6191","11.8045","11.8352","11.5920","-1.57%"
"Apr 21, 2021","11.8045","11.8181","11.8514","11.7506","-0.11%"
"Apr 20, 2021","11.8181","11.7289","11.8537","11.6950","0.76%"
"Apr 19, 2021","11.7289","11.6282","11.7408","11.6097","0.87%"
"Apr 18, 2021","11.6282","11.6282","11.6282","11.6282","0.00%"
"Apr 16, 2021","11.6282","11.7031","11.7107","11.5482","-0.64%"
"Apr 15, 2021","11.7031","11.6214","11.8575","11.6007","0.70%"
"Apr 14, 2021","11.6214","11.6039","11.6328","11.5427","0.15%"
"Apr 13, 2021","11.6039","11.8152","11.8333","11.5893","-1.79%"
"Apr 12, 2021","11.8152","11.8108","11.8593","11.7788","0.04%"
"Apr 11, 2021","11.8108","11.8108","11.8108","11.8108","0.00%"
"Apr 09, 2021","11.8108","11.7325","11.8204","11.7291","0.67%"
"Apr 08, 2021","11.7325","11.7655","11.8112","11.7012","-0.28%"
"Apr 07, 2021","11.7655","11.8146","11.9203","11.7549","-0.42%"
"Apr 06, 2021","11.8146","11.6319","11.8229","11.6316","1.57%"
"Apr 05, 2021","11.6319","11.6514","11.6817","11.5757","-0.17%"
"Apr 04, 2021","11.6514","11.6514","11.6514","11.6514","0.00%"
"Apr 02, 2021","11.6514","11.6168","11.6514","11.5757","0.30%"
"Apr 01, 2021","11.6168","11.5524","11.6395","11.5071","0.56%"
"Mar 31, 2021","11.5524","11.5413","11.5729","11.4840","0.10%"
"Mar 30, 2021","11.5413","11.5172","11.5876","11.4758","0.21%"
"Mar 29, 2021","11.5172","11.5667","11.5998","11.5038","-0.43%"
"Mar 28, 2021","11.5667","11.5667","11.5667","11.5667","0.00%"
"Mar 26, 2021","11.5667","11.6382","11.6518","11.5620","-0.61%"
"Mar 25, 2021","11.6382","11.7370","11.7370","11.5845","-0.84%"
"Mar 24, 2021","11.7370","11.7212","11.7991","11.6162","0.14%"
"Mar 23, 2021","11.7212","11.5128","11.7236","11.5037","1.81%"
"Mar 22, 2021","11.5128","11.3875","11.5368","11.3817","1.10%"
"Mar 21, 2021","11.3875","11.3875","11.3875","11.3875","0.00%"
"Mar 19, 2021","11.3875","11.4217","11.4389","11.3357","-0.30%"
"Mar 18, 2021","11.4217","11.3207","11.4347","11.3108","0.89%"
"Mar 17, 2021","11.3207","11.2010","11.4070","11.1978","1.07%"
